id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
329,45:18.2,"{""number"":59,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Art""}",,,,,t,45:18.3,{},lotty_info,8,1,9
330,45:18.3,"{""number"": 59, ""copying"": true, ""score"": 0, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Art""}",,,,,f,,{},lotty_info,8,1,Jan van Eyck
331,45:18.4,,,,,,f,,{},info,1,1,"{""question"": ""\""The Creation of Adam\"" is a painting by:"", ""number"": 60, ""round"": 1, ""topic"": ""Art"", ""Wwer"": ""Leonardo da Vinci"", ""Rwer"": ""Michelangelo"", ""pic"": false}"
332,45:22.9,"{""number"":60,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Art""}",,,,,f,,{},lotty_info,9,1,Leonardo da Vinci
333,45:23.0,"{""number"":60,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Art""}",,,,,f,,{},lotty_info,7,1,Michelangelo
334,45:26.6,"{""number"":60,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Art""}",,,,,t,45:26.7,{},lotty_info,8,1,Ask Someone Else
335,45:26.7,,,,,,f,,{},info,1,1,Good Luck
336,45:29.9,"{""number"":60,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Art""}",,,,,t,45:29.9,{},lotty_info,8,1,7
337,45:29.9,"{""number"": 60, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Art""}",,,,,f,,{},lotty_info,8,1,Michelangelo
338,45:30.1,,,,,,f,,{},info,1,1,"{""question"": ""The Virgin Islands are closer to:"", ""number"": 61, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""The Indian Ocean"", ""Rwer"": ""The Caribbean Sea"", ""pic"": false}"
339,46:02.0,"{""number"":61,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,The Caribbean Sea
340,46:19.7,"{""number"":61,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,The Caribbean Sea
341,46:41.1,"{""number"":61,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,46:41.2,{},lotty_info,8,1,Ask Someone Else
342,46:41.2,,,,,,f,,{},info,1,1,Good Luck
343,46:49.1,"{""number"":61,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on This Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,46:49.2,{},lotty_info,8,1,7
344,46:49.2,"{""number"": 61, ""copying"": true, ""score"": 1, ""info_chosen"": ""Times Chosen on This Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,The Caribbean Sea
345,46:49.3,,,,,,f,,{},info,1,1,"{""question"": ""Brussels is a city in:"", ""number"": 62, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Germany"", ""Rwer"": ""Belgium"", ""pic"": false}"
346,46:53.5,"{""number"":62,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Belgium
347,46:56.0,"{""number"":62,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Germany
348,46:57.5,"{""number"":62,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Belgium
349,46:57.6,,,,,,f,,{},info,1,1,"{""question"": ""Melbourne is a city in:"", ""number"": 63, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""New Zealand"", ""Rwer"": ""Australia"", ""pic"": false}"
350,47:01.6,"{""number"":63,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Australia
351,47:02.8,"{""number"":63,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Australia
352,47:03.9,"{""number"":63,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,New Zealand
353,47:04.0,,,,,,f,,{},info,1,1,"{""question"": ""Paris is closer to:"", ""number"": 64, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Bordeaux"", ""Rwer"": ""Calais"", ""pic"": false}"
354,47:08.6,"{""number"":64,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:11.3,{},lotty_info,8,1,Ask Someone Else
355,47:10.2,"{""number"":64,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Calais
356,47:11.1,"{""number"":64,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Calais
357,47:11.3,,,,,,f,,{},info,1,1,Good Luck
358,47:15.4,"{""number"":64,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on This Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:15.4,{},lotty_info,8,1,7
359,47:15.4,"{""number"": 64, ""copying"": true, ""score"": 1, ""info_chosen"": ""Times Chosen on This Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Calais
360,47:15.6,,,,,,f,,{},info,1,1,"{""question"": ""Sri Lanka is an island off the coast of:"", ""number"": 65, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Cambodia"", ""Rwer"": ""India"", ""pic"": false}"
361,47:20.1,"{""number"":65,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,India
362,47:21.0,"{""number"":65,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:22.0,{},lotty_info,8,1,Ask Someone Else
363,47:21.9,"{""number"":65,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,India
364,47:22.0,,,,,,f,,{},info,1,1,Good Luck
365,47:25.5,"{""number"":65,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on This Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:25.6,{},lotty_info,8,1,7
366,47:25.6,"{""number"": 65, ""copying"": true, ""score"": 1, ""info_chosen"": ""Times Chosen on This Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,India
367,47:25.7,,,,,,f,,{},info,1,1,"{""question"": ""Liberia shares a border with:"", ""number"": 66, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Morocco"", ""Rwer"": ""Guinea"", ""pic"": false}"
368,47:30.1,"{""number"":66,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:39.1,{},lotty_info,8,1,Ask Someone Else
369,47:30.7,"{""number"":66,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Morocco
370,47:38.9,"{""number"":66,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Guinea
371,47:39.1,,,,,,f,,{},info,1,1,Good Luck
372,47:42.7,"{""number"":66,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on a Different Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:42.7,{},lotty_info,8,1,7
373,47:42.7,"{""number"": 66, ""copying"": true, ""score"": 1, ""info_chosen"": ""Times Chosen on a Different Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Guinea
374,47:42.9,,,,,,f,,{},info,1,1,"{""question"": ""Oman shares a border with"", ""number"": 67, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Kuwait"", ""Rwer"": ""Saudi Arabia"", ""pic"": false}"
375,47:47.0,"{""number"":67,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:51.8,{},lotty_info,8,1,Ask Someone Else
376,47:48.2,"{""number"":67,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Kuwait
377,47:51.6,"{""number"":67,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Saudi Arabia
378,47:51.8,,,,,,f,,{},info,1,1,Good Luck
379,47:54.8,"{""number"":67,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on a Different Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,47:54.9,{},lotty_info,8,1,9
380,47:54.9,"{""number"": 67, ""copying"": true, ""score"": 0, ""info_chosen"": ""Times Chosen on a Different Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Kuwait
381,47:55.0,,,,,,f,,{},info,1,1,"{""question"": ""Copenhagen is closer to:"", ""number"": 68, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Oslo"", ""Rwer"": ""Gothenburg"", ""pic"": false}"
382,48:00.1,"{""number"":68,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,48:02.5,{},lotty_info,8,1,Ask Someone Else
383,48:01.0,"{""number"":68,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Oslo
384,48:02.4,"{""number"":68,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Oslo
385,48:02.5,,,,,,f,,{},info,1,1,Good Luck
386,48:05.9,"{""number"":68,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on This Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,48:05.9,{},lotty_info,8,1,7
387,48:06.0,"{""number"": 68, ""copying"": true, ""score"": 0, ""info_chosen"": ""Times Chosen on This Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Oslo
388,48:06.1,,,,,,f,,{},info,1,1,"{""question"": ""The Shetland Islands are part of:"", ""number"": 69, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Iceland"", ""Rwer"": ""Scotland"", ""pic"": false}"
389,48:10.2,"{""number"":69,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Scotland
390,48:11.8,"{""number"":69,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,48:13.3,{},lotty_info,8,1,Ask Someone Else
391,48:13.1,"{""number"":69,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Scotland
392,48:13.3,,,,,,f,,{},info,1,1,Good Luck
393,48:16.4,"{""number"":69,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on This Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,48:16.5,{},lotty_info,8,1,7
394,48:16.5,"{""number"": 69, ""copying"": true, ""score"": 1, ""info_chosen"": ""Times Chosen on This Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Scotland
395,48:16.6,,,,,,f,,{},info,1,1,"{""question"": ""Tokyo is closer to:"", ""number"": 70, ""round"": 2, ""topic"": ""Geography"", ""Wwer"": ""Kyoto"", ""Rwer"": ""Hamamatsu"", ""pic"": false}"
396,48:20.7,"{""number"":70,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,48:22.7,{},lotty_info,8,1,Ask Someone Else
397,48:21.6,"{""number"":70,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Kyoto
398,48:22.6,"{""number"":70,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Kyoto
399,48:22.7,,,,,,f,,{},info,1,1,Good Luck
400,48:25.7,"{""number"":70,""copying"":true,""score"":0,""info_chosen"":""Times Chosen on This Topic"",""round"":2,""human"":true,""topic"":""Geography""}",,,,,t,48:25.7,{},lotty_info,8,1,7
401,48:25.7,"{""number"": 70, ""copying"": true, ""score"": 0, ""info_chosen"": ""Times Chosen on This Topic"", ""round"": 2, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Kyoto
402,48:25.9,,,,,,f,,{},info,1,1,"{""question"": ""What is the average weight of an oak tree?"", ""number"": 71, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""900kg"", ""Rwer"": ""9000kg"", ""pic"": false}"
403,48:36.3,"{""number"":71,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,900kg
404,48:37.1,"{""number"":71,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,9000kg
405,48:39.0,"{""number"":71,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,9000kg
406,48:39.1,,,,,,f,,{},info,1,1,"{""question"": ""What does a typical car tyre weigh?"", ""number"": 72, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""0.7kg"", ""Rwer"": ""7kg"", ""pic"": false}"
407,48:44.1,"{""number"":72,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,7kg
408,48:44.4,"{""number"":72,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,7kg
409,48:47.1,"{""number"":72,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,7kg
410,48:47.2,,,,,,f,,{},info,1,1,"{""question"": ""Which weighs more, on average?"", ""number"": 73, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""A hen's egg"", ""Rwer"": ""An ostrich egg"", ""pic"": false}"
411,48:51.6,"{""number"":73,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,An ostrich egg
412,48:51.9,"{""number"":73,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,An ostrich egg
413,48:56.8,"{""number"":73,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,An ostrich egg
414,48:57.0,,,,,,f,,{},info,1,1,"{""question"": ""Which weighs more, on average?"", ""number"": 74, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""An olive"", ""Rwer"": ""A fig"", ""pic"": false}"
415,49:01.8,"{""number"":74,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,A fig
416,49:02.7,"{""number"":74,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,An olive
417,49:03.8,"{""number"":74,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,A fig
418,49:03.9,,,,,,f,,{},info,1,1,"{""question"": ""How much does an average loaf of bread weigh?"", ""number"": 75, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""40g"", ""Rwer"": ""400g"", ""pic"": false}"
419,49:08.9,"{""number"":75,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,40g
420,49:09.0,"{""number"":75,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,40g
421,49:18.7,"{""number"":75,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,400g
422,49:18.8,,,,,,f,,{},info,1,1,"{""question"": ""How much does a barrel of whisky weigh?"", ""number"": 76, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""2000kg"", ""Rwer"": ""200kg"", ""pic"": false}"
423,49:25.7,"{""number"":76,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,200kg
424,49:26.0,"{""number"":76,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,200kg
425,49:26.6,"{""number"":76,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,2000kg
426,49:26.7,,,,,,f,,{},info,1,1,"{""question"": ""How much does an average grizzly bear weigh?"", ""number"": 77, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""3,400kg"", ""Rwer"": ""340kg"", ""pic"": false}"
427,49:32.4,"{""number"":77,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,340kg
428,49:32.5,"{""number"":77,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,340kg
429,49:35.3,"{""number"":77,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,"3,400kg"
430,49:35.4,,,,,,f,,{},info,1,1,"{""question"": ""How much does a typical jacket potato weigh?"", ""number"": 78, ""round"": 2, ""topic"": ""Weight"", ""Wwer"": ""18g"", ""Rwer"": ""180g"", ""pic"": false}"
431,49:40.1,"{""number"":78,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,180g
432,49:41.7,"{""number"":78,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":2,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,18g
